,names_on_brewery_api,name_on_yelp,yelp_business_id,yelp_rating,yelp_review_count,yelp_closed_status
375,New Bohemia Brewing Co,New Bohemia Brewing Company,tz0E0sI5sy0Fwh81ZJbxGw,4.5,123,False
376,Coastal Star Brewing Company,Firestone Walker Brewing- Buellton,6CvGrXTNIps_YOklbEmcJg,4.0,612,False
377,Steele and Hops Public House,Steele & Hops,iqhfwrMxzWz3skCn_d-Npg,4.0,277,False
378,2 Tread Brewing Co,Old Possum Brewing Co.,TQOWLWuSbBjaNI4pyZRBNw,4.0,42,False
379,Fogbelt Brewing Co,Fogbelt Brewing Company,tS2uPp6qbMDPWIQeS6ZXcA,4.0,237,False
380,HenHouse Brewing,HenHouse Brewing Company,3VDUOLsgzPWcmB5j5CJrgw,4.5,175,False
381,Old Possum Brewing Company,Old Possum Brewing Co.,TQOWLWuSbBjaNI4pyZRBNw,4.0,42,False
382,Plow Brewing Company,Plow Brewing Company,O__keAIl8YnHInwzOSi1kw,4.5,58,False
383,Russian River Brewing Co,Russian River Brewing,vvFI4RMZD8ghnzaVu0zmeg,4.0,2911,False
384,Russian River Brewing Co - Production,Russian River Brewing,vvFI4RMZD8ghnzaVu0zmeg,4.0,2911,False
385,Seismic Brewing Co,Creek Monkey Tap House,vuGJh336hFKJ7x35ZfG27A,3.5,496,False
386,Third Street Aleworks,Third Street AleWorks BrewPub,vHaFYLNaV2NYcqo-uH1stA,3.5,609,False
387,Yeti Restaurant,Yeti Restaurant,HxVCBANUOGlLWkiHEnyH0Q,4.0,180,False
388,Shady Oak Barrel House,Shady Oak Barrel House,dxJC89nAthvOL07Inue9Sg,4.5,12,False
389,Council Brewing Company,Council Brewing Company,RKyEAn0Ql0NaJUSjRx0k6Q,4.5,13,True
390,Groundswell Brewing Co,Groundswell Brewing Company,OnKi06PzjXEa_4QDBU2DDg,4.0,24,False
391,3 Disciples Brewing,3 Disciples Brewing,IJWknsSehEbX1_LWrfBzNg,4.0,22,False
392,California Cider Co.,Whole Foods Market,3PFlZW1NUqPTHkur31SAqg,3.0,88,False
393,Woodfour Brewing Company,Woodfour,xoVDnHUI0fB6deU1T8QYgg,3.5,314,False
394,Ten Mile Brewing,Ten Mile Brewing,RgNkkAY_ZoD3CVT60pkAtQ,4.5,175,False
395,Pizza Port Solana Beach,Pizza Port Solana Beach,Dufn2sTES6eKdnMGv7gV0Q,4.0,1375,False
396,Solvang Brewing Co,Solvang Brewing Company,VXs5-rKrlP6qlHQtVpIqng,3.5,1201,False
397,Sonoma Springs Brewing Co,Sonoma Springs Brewing Company,EeLQR1aj4vReei1XilbpLw,4.0,44,False
398,Sonoma Grille,Sonoma Grille,4iqSzhA0rvJw8hhW--nHgg,4.0,260,False
399,Progress Brewing,Progress Brewing,62d1H3NAzBe-9tyM9TeqeQ,4.5,317,False
400,South Lake Brewing Company,South Lake Brewing,ocQt8Ey9ws_zUMyI0FvTfA,4.5,129,False
401,Brewery At Lake Tahoe,Brewery At Lake Tahoe,sIqOqgtndY9n5RXSu-Zkjw,3.5,740,False
402,Outpost Brewing Co,South of North Brewing,zSQcRcTdainEdNHkQihF4g,4.5,41,False
403,Sidellis Lake Tahoe,Sidellis Lake Tahoe,Oq2WrrFmOZnooCHvamYasA,4.5,191,False
404,Cold Water Brewery and Grill,Cold Water Brewery and Grill,dY-hphn5dOAKEtlv0WbaCg,4.0,818,False
405,Lake Tahoe AleWorX,Lake Tahoe AleWorX,-mhW_lp-SjCqVEJlSOk6Rw,4.0,366,False
406,47 Hills Brewing Co,47 Hills Brewing Company,l8k215ZAfPgSOF9ULhHFow,4.5,151,False
407,High Water Brewing,High Water Brewing,tAqmWx5GyR5RPR4g3VUU7g,5.0,4,True
408,Channel Brewing Co.,Channel Brewing Company,QzPYps1WRF2BJM3p7t7FLg,4.0,38,False
409,Right Eye Brewing Co,Right Eye Brewing Company,Q16BANtGPSwRukKYGfUJgA,4.0,64,True
410,Faultline Brewing Co,Faultline Brewing Company,7nJZeLBxqcqH4-xzvXUMAw,3.0,965,False
411,Firehouse Grill & Brewery,Firehouse Grill and Brewery,ywjEihEgqpPHxGvaeY8pLA,2.5,786,True
412,Red Branch Brewing Company / Rabbits Foot Meadery,Red Branch Cider Company,aUoNxt365saxHS_8V3d2Cw,4.5,16,False
413,Lassen Ale Works @ The Pioneer Saloon,Lassen Ale Works,381vEQPKTZjX8vykg_rLmw,4.0,293,False
414,Black Gold Brewing Co,Black Gold Brewing Company,oBkDRGdSgOHKWPwL82eSew,4.0,58,False
415,Aftershock Brewing Co,Aftershock Brewing,LSBHN3k4gC-ZHthTndsNBg,4.5,179,False
416,Karl Strauss Brewing Co,Karl Strauss Brewing Company,dM_SLFVmMMg0mrJTfY58TQ,4.5,975,False
417,Westlake Brewing & Libation,Westlake Brewing & Libations,oXdadbdCq9rnShsxAEfcxQ,4.0,95,False
418,Absolution Brewing Co,Absolution Brewing Company,t9lMsGTZvUA8WzI__ByPcA,4.0,280,False
419,Cosmic Brewery,Cosmic Brewery,a8IDCwE9e_LutPaPy5QQ2Q,4.0,107,False
420,Dudes' Brewing Co,The Dudes' Brewing Company,PvYuqkCIZIGANu062CNSqQ,4.0,341,False
421,Monkish Brewing Co,Monkish Brewing,dXf2WL8hy1O1sf8cSdr4MQ,4.5,584,False
422,Red Car Brewery and Restaurant,Red Car,yqgFXOwuFeKtkaS13YafFw,3.5,462,False
423,Scholb Premium Ales,Scholb Premium Ales,RRr8WM9-tTUDH1xSN56tzQ,4.5,129,False
424,Smog City Brewing Wood Cellar,Phantom Carriage Brewery,x5Qt08wnTKU7_VmGin7k7w,4.5,547,False
425,Strand Brewing Co,Strand Brewing,rK1hEGYnvTOF4z6CrgBo9g,4.5,177,False
426,Yorkshire Square Brewing Co.,Strand Brewing,rK1hEGYnvTOF4z6CrgBo9g,4.5,177,False
427,Zymurgy Brew Works,Zymurgy Brew Works & Tasting Room,VqYY3fw4ksS4vLCUu6GrTQ,5.0,69,False
428,HopSaint Brewing Company,HopSaint Brewing,2n4M8j-ZzkfnDdQzA5NB_w,4.0,638,False
429,Morgan Territory Brewing,Morgan Territory Brewing,PiwCa8917r7voSmV_4ITGg,4.5,76,False
430,FiftyFifty Brewing Production Facility,Fifty Fifty Brewing,I7yF2BD6OswUfmpvLhighw,3.5,578,False
431,Kaweah Brewing Co.,BarrelHouse Brewing - Visalia,FFxyZxuZ9he64PZqr8zW9g,4.0,78,False
432,Dust Bowl Brewing Co,Dust Bowl Brewery Taproom,NeovfBbeK7Hz3DxUyn8U9g,3.5,624,False
433,Archaic Craft Brewery At Centro,Centro,DKcSNybzGswjHLNalKF2Pg,4.5,407,False
434,TAPS Brewery and Barrel Room,TAPS Brewery & Barrel Room,TFRRRzkUL4y6wMWxg8b28w,4.5,114,False
435,Ukiah Brewing Co,Ukiah Brewing Company & Restaurant,yrnFjW33hpU3Q3RDkCMHvw,4.0,226,False
436,Rescue Brewing Co,Rescue Brewing,Qieow56f1qPKRXD0Ejsz8w,4.5,122,False
437,Brewery In Planning - Vacaville,Heretic Brewing Company,QnTu16xTySvm83gFBVzIZw,4.5,253,False
438,Napa Smith Brewery,Napa Smith Brewery,fHODrr6F1xy9QloKGJFYzw,4.5,65,False
439,Mare Island Brewing Co.,Mare Island Brewing Co - Coal Shed Brewery,PrIuZmUgFd8kVJdPTAQhSg,4.5,10,False
440,Topa Topa Brewing Co,Topa Topa Brewing Company,k4botUuCbpaHLLX6C3sKwQ,4.5,176,False
441,Anacapa Brewing Co,Anacapa Brewing,jRHjyncSn7KyQ6_SAz0wWQ,4.0,459,False
442,Brewery in Planning - Ventura,Ventura Coast Brewing,7-18hDIQaFTxnUjl0xDBHA,4.5,111,False
443,Leashless Brewing,Leashless Brewing,2lElvqfxcK_KY9QRIIxY0w,4.0,93,False
444,Madewest Brewing Company,MadeWest Brewing Company,hhCUi6p4Do0Y4zG8KiAJPA,4.5,160,False
445,Smoke Mountain Brewery,Rincon Brewery,wupvqueqdEZXQxv14sa9vw,4.0,345,False
446,Ventura Coast Brewing Company,Ventura Coast Brewing,7-18hDIQaFTxnUjl0xDBHA,4.5,111,False
447,Brewbakers Brewing Co,Brewbakers Brewing Company,zD69vO3GNEWdOYW0qfbmbQ,4.0,383,False
448,Chula Vista Brewery,Chula Vista Brewery,IKh9OtEzdi5ZzcrcYVKmJQ,4.0,75,False
449,Barrel Harbor Brewing Co.,Belching Beaver Pub980,69z9BEk7CgzD591_rnyGHQ,4.5,417,False
450,Battlemage Brewing Co,BattleMage Brewing Company,AGy7cpVej1GKosa-5gRqzg,5.0,90,False
451,Bear Roots Brewing Company,Bear Roots Brewing,hPjheHybKZYyXSGSXaCTnA,4.5,175,False
452,Belching Beaver Brewery Tavern & Grill,Belching Beaver Brewery Tavern & Grill,HeJvl-Y5-wcTenDkVJkj7A,4.0,642,False
453,Booze Brothers Brewing Co.,Booze Brothers Brewing,9-UBV0-7LG2ZykfKcEoKvg,4.5,241,False
454,Indian Joe Brewing,Indian Joe Brewing,VZx02z-fhiweSpiVkLOEXQ,4.5,140,False
455,Latitude 33 Brewing Co,Belching Beaver Pub980,69z9BEk7CgzD591_rnyGHQ,4.5,417,False
456,Novo Brazil Brewing Company,Novo Brazil Brewing,mzqla2kg86jgzkB_UVYv-w,4.0,215,False
457,Prohibition Brewing,Prohibition Brewing,C1N6npBd2E7Y5ldhi61LiQ,4.0,550,False
458,Thr3e Punks Ale,Thr3e Punk Ales Brewing Co,SAlAwc1CFsJ3jSh_Jwm2Ww,4.5,66,False
459,Toolbox Brewing Company,Toolbox Brewing Company,eHD82TMtMhL74xKqCWT9iA,4.0,145,True
460,Wavelength Brewing Company,Wavelength Brewing Company,wjn7xGazAbrw6QUDuSFRUQ,4.5,158,False
461,Corralitos Brewing Co,Corralitos Brewing Company,AFpVlICbD7EZVm36drWEKA,4.5,75,False
462,Mount Shasta Brewing Co,Mount Shasta Brewing,yVp2cM6DqI3-ETNw7mnEUg,3.5,190,False
463,BJs Restaurant & Brewery - West Covina,BJ's Restaurant & Brewhouse,C6X3NrryTmwej0DMbAEYSQ,3.0,969,False
464,Jackrabbit Brewing Co,Jackrabbit Brewing Company,mWHw3PUu97r5EPCjw2UTJA,4.5,86,False
465,Bike Dog Brewing Co,Bike Dog Brewing Co,a4Ll47rfTNfKOQeB3XeqPQ,4.5,202,False
466,Yolo Brewing Co,YOLO Brewing Company,b-A6c0QzlXGSxuURtKxM9Q,4.0,152,False
467,Five Threads Brewing Company,Five Threads Brewing Company,q7SUOmNzFwWJb2bXDNHiNw,4.5,137,False
468,Sundowner Brewing Co.,MacLeod Ale Brewing,EhsJ0qjWpY93RZQA9GfzIA,4.5,372,False
469,14 Cannons Brewing Company,14 Cannons,Mu16z_XkqGs20uPqxFy1kA,4.5,74,False
470,LA Bodega Brewing Co,Modern Times DTLA Dankness Dojo,orEgQRCL-LIK0abMPx1beQ,4.0,364,False
471,Stadium Pizza - Murrieta,Angelos Brick Oven Pizzeria,HUpzpTYbcBFea_gf5edrpA,4.5,384,False
472,Blue Note Brewing Company,Blue Note Brewing Company,Hpn5v1hu489xqzaN8cLVrA,4.5,85,False
473,Fireman's Brew,Fireman's Brew,4nh4di7RA6Z6TEZk7oTleA,1.0,1,False
474,Paperback Brewing Company,Barnes & Noble,WNGjlIB_yn5cnMNgNLoUjw,3.5,146,False
475,The Blue Poppy Brewery,JT Schmid's Restaurant & Brewery,5VN-ELqi93lON-7jTH3RtA,3.0,663,False
476,Sutter Buttes Brewing,Sutter Buttes Brewing,LK7JvbXE-dUwcLTJyuCPCw,4.0,355,False
477,Brewcaipa Brewing Co.,Tuscano's & BrewQuinta,QdLSgVIJ1-FxpK_Jtk8i6w,4.5,68,False
